iter	Logloss
354	0.07332492498
355	0.07316306462
356	0.0730299625
357	0.0728929207
358	0.07265763234
359	0.07244052079
360	0.07204028037
361	0.07192817191
362	0.07176009833
363	0.07160396078
364	0.07147753512
365	0.07135143605
366	0.07098361413
367	0.07074125589
368	0.0705219259
369	0.07035123556
370	0.07004335468
371	0.06988338318
372	0.06976286608
373	0.06949720436
374	0.06927416953
375	0.06920723488
376	0.0690037568
377	0.06887856383
378	0.06858167512
379	0.06841805542
380	0.06828958235
381	0.06821921432
382	0.06805681031
383	0.06786166914
384	0.06769634558
385	0.06751116551
386	0.06737341847
387	0.06725096646
388	0.06712844121
389	0.06706605709
390	0.06695528325
391	0.06685119683
392	0.06666601261
393	0.0665505191
394	0.0664417334
395	0.06628954458
396	0.06607147256
397	0.06597903637
398	0.06575720856
399	0.06552044286
400	0.06535163043
401	0.06522122132
402	0.06505460807
403	0.06487459921
404	0.06474238846
405	0.06460355032
406	0.064413657
407	0.06429295075
408	0.0641530789
409	0.06396929763
410	0.06385270169
411	0.06356130926
412	0.0634326663
413	0.06318425981
414	0.06309182967
415	0.0629699704
416	0.06276704882
417	0.06264058994
418	0.06234589288
419	0.06217118812
420	0.06198279063
421	0.06183457167
422	0.06170769787
423	0.06153925996
424	0.06143667277
425	0.0612283644
426	0.06113582477
427	0.06093021772
428	0.06077256735
429	0.06062421134
430	0.06055362698
431	0.06049603955
432	0.06042713828
433	0.06024268649
434	0.06019003355
435	0.06011649681
436	0.05990187252
437	0.0597570926
438	0.05961030755
439	0.05942905921
440	0.05926533191
441	0.05917565443
442	0.05899765826
443	0.05877078986
444	0.0585081953
445	0.05841546274
446	0.05823677906
447	0.05808105756
448	0.05799140991
449	0.05788850218
450	0.0578192513
451	0.05771125883
452	0.05758042611
453	0.05747995618
454	0.05735591811
455	0.05719656087
456	0.05700120375
457	0.0568761784
458	0.05678639257
459	0.05670256853
460	0.05654673414
461	0.05641092276
462	0.05624186983
463	0.05614135988
464	0.05595888755
465	0.05581695922
466	0.055619509
467	0.05553270123
468	0.05538068191
469	0.05526347851
470	0.05515599421
471	0.05500444985
472	0.05483612897
473	0.05476297392
474	0.0546266068
475	0.05449197713
476	0.05438395407
477	0.05417855543
478	0.05411145391
479	0.05403364224
480	0.05384066401
481	0.0537233549
482	0.05357721922
483	0.05343519499
484	0.05333801611
485	0.05327735396
486	0.05311052929
487	0.0529834705
488	0.05288475766
489	0.05280342389
490	0.05277907386
491	0.05266980264
492	0.05259514761
493	0.05245604632
494	0.05235323298
495	0.05223822348
496	0.05216670735
497	0.0519604615
498	0.05183157313
499	0.05175112357
500	0.05170674713
501	0.05161520459
502	0.05138075021
503	0.05128238471
504	0.0511612239
505	0.05107388493
506	0.05095046452
507	0.05085358767
508	0.05061211401
509	0.05054701385
510	0.0504592641
511	0.05039886549
512	0.05016376551
513	0.05008201116
514	0.04994803011
515	0.04967117008
516	0.04956155907
517	0.04948823639
518	0.04940278211
519	0.0492842456
520	0.04916423366
521	0.04905760184
522	0.04895000918
523	0.04884845042
524	0.04877058023
525	0.04858704927
526	0.04843465242
527	0.04829985135
528	0.04813933844
529	0.04804848756
530	0.04790236737
531	0.04778693011
532	0.04762973431
533	0.04752185471
534	0.04743243094
535	0.04731595242
536	0.04722549004
537	0.04714881326
538	0.04703633066
539	0.04692053625
540	0.04679868076
541	0.04675230032
542	0.04665656894
543	0.04655572335
544	0.04649146247
545	0.0463868003
546	0.04632224266
547	0.04622135404
548	0.04612865169
549	0.04592793345
550	0.04580874266
551	0.04571761655
552	0.04567170275
553	0.04561764988
554	0.04546938637
555	0.04538685352
556	0.04532806022
557	0.04521651355
558	0.04511148516
559	0.04504349339
560	0.04496211507
561	0.04487898193
562	0.04481557316
563	0.04471547662
564	0.04455508529
565	0.04450194003
566	0.04438821682
567	0.04432313403
568	0.04416374847
569	0.04403065049
570	0.04394301779
571	0.04389774356
572	0.04382490602
573	0.04371351112
574	0.04362473635
575	0.04355745059
576	0.04349227038
577	0.04342924369
578	0.04337429906
579	0.04332299093
580	0.04325256438
581	0.04319458884
582	0.0431060202
583	0.04303127154
584	0.04289797083
585	0.0427615735
586	0.04268604975
587	0.04263747541
588	0.04252793878
589	0.04244871661
590	0.04241531346
591	0.04232779365
592	0.04224608309
593	0.04215963927
594	0.04207800422
595	0.0420020191
596	0.04189146915
597	0.04182451449
598	0.04177247241
599	0.04163630652
600	0.04155318773
601	0.04145022601
602	0.04139798497
603	0.04137090417
604	0.04130698798
605	0.0412203939
606	0.04114752352
607	0.04110180794
608	0.04098864878
609	0.04088694202
610	0.04085102293
611	0.04075966652
612	0.04069479514
613	0.04057435733
614	0.04049837146
615	0.04043133298
616	0.0403976633
617	0.04035470189
618	0.04027925025
619	0.04015092102
620	0.04003875103
621	0.03997964889
622	0.03988107989
623	0.03984357776
624	0.03979542174
625	0.03969759235
626	0.03960001101
627	0.03952895019
628	0.03945828692
629	0.03937531046
630	0.03929053425
631	0.03914171273
632	0.03907479432
633	0.03899125437
634	0.03893181132
635	0.03886246341
636	0.0388126379
637	0.0387498802
638	0.03860985506
639	0.03855405114
640	0.0385018622
641	0.03844967742
642	0.03832996599
643	0.03826433161
644	0.03822982963
645	0.03811038456
646	0.03802697751
647	0.03799852793
648	0.03789139832
649	0.03785059288
650	0.03776713052
651	0.03766239114
652	0.03761103752
653	0.03755895882
654	0.03746071054
655	0.03740224759
656	0.03735394678
657	0.0373108808
658	0.03722386047
659	0.03713941423
660	0.03707743522
661	0.03704165714
662	0.03692059864
663	0.03682804089
664	0.03668030669
665	0.03659031378
666	0.03652878027
667	0.03644497642
668	0.03639995098
669	0.03636154785
670	0.03629960942
671	0.03624712109
672	0.03619505315
673	0.03617053662
674	0.03613793218
675	0.03607556769
676	0.03598323722
677	0.03592895121
678	0.03582643254
679	0.03574779613
680	0.03569925218
681	0.03565282191
682	0.03558747672
683	0.0355285509
684	0.03549377935
685	0.03541852459
686	0.03536933694
687	0.03532332725
688	0.03526994489
689	0.03522855388
690	0.03516630643
691	0.03510349701
692	0.03505880174
693	0.03499556985
694	0.03493681543
695	0.03491014596
696	0.03484859036
697	0.03480327837
698	0.03472991416
699	0.03468769614
700	0.03462484897
701	0.03453590826
702	0.03447555439
703	0.03443981274
704	0.0343864285
705	0.03431446762
706	0.03424960946
707	0.0341214892
708	0.03407391535
709	0.03401972015
710	0.03398780887
711	0.03388836586
712	0.0338417908
713	0.03378252481
714	0.03374073285
715	0.03367282508
716	0.03359694473
717	0.03355293904
718	0.03345039244
719	0.03337410718
720	0.03336092167
721	0.03330890357
722	0.03327932777
723	0.03321035684
724	0.03313583754
725	0.03308209425
726	0.03303013392
727	0.03299905399
728	0.03289760169
729	0.03280818057
730	0.03275640787
731	0.03268500745
732	0.03262609144
733	0.03258242233
734	0.03255840416
735	0.03248209757
736	0.03236426518
737	0.03233675964
738	0.03227333955
739	0.03223100788
740	0.03221315084
741	0.03216321584
742	0.03208576189
743	0.03205079817
744	0.0319515192
745	0.03189076928
746	0.03184071365
747	0.03175728414
748	0.03169079121
749	0.0316613687
750	0.03162106142
751	0.03158289123
752	0.03153699481
753	0.03151663239
754	0.03143774944
755	0.03136590503
756	0.0312852616
757	0.03118974919
758	0.03116957347
759	0.03113040165
760	0.03101949699
761	0.03094536713
762	0.030888706
763	0.03086747259
764	0.03083832134
765	0.03081843802
766	0.03076670534
767	0.03072351684
768	0.03068929708
769	0.03065297836
770	0.03062044772
771	0.03054604829
772	0.03051573609
773	0.03044974492
774	0.03043908952
775	0.0303809773
776	0.03029004525
777	0.03026474343
778	0.03024898874
779	0.03019072947
780	0.03014938395
781	0.03010316435
782	0.03003463024
783	0.03001441978
784	0.0300021551
785	0.02994314622
786	0.029881221
787	0.02981350446
788	0.02978140309
789	0.02974254766
790	0.02967410624
791	0.02961969338
792	0.02956323744
793	0.02948675567
794	0.02941990994
795	0.02936992321
796	0.02933919552
797	0.02930763479
798	0.0292627583
799	0.0292281927
800	0.02918024452
801	0.02911138327
802	0.02907127609
803	0.02896654294
804	0.0289193574
805	0.02884923798
806	0.02880644119
807	0.02877167266
808	0.02869401465
809	0.02867284863
810	0.02862366833
811	0.02856409163
812	0.02851700386
813	0.02848594508
814	0.02845097456
815	0.0284102973
816	0.02836576739
817	0.02831738578
818	0.02825120132
819	0.02822045476
820	0.02818724567
821	0.02815366282
822	0.02805415827
823	0.02796591621
824	0.02792482365
825	0.02787967721
826	0.02784963213
827	0.02779413119
828	0.02775674855
829	0.02770093577
830	0.02768456058
831	0.0276623263
832	0.02762093906
833	0.0275897757
834	0.02754104071
835	0.02748558772
836	0.02746634604
837	0.02743077901
838	0.02738744686
839	0.02730713906
840	0.02727554567
841	0.02723854624
842	0.0271650699
843	0.02712461029
844	0.02707263202
845	0.02705376901
846	0.02701837471
847	0.0269950918
848	0.02694586092
849	0.02692588718
850	0.02692121584
851	0.02687057879
852	0.02681683531
853	0.02678277147
854	0.02676165623
855	0.02670981954
856	0.02667128237
857	0.02663557226
858	0.02661422596
859	0.02657814207
860	0.02655577225
861	0.0264865395
862	0.02640351302
863	0.02637714237
864	0.02635747633
865	0.02634323748
866	0.02631160086
867	0.0262088232
868	0.02615627974
869	0.02610728123
870	0.02605332162
871	0.02601144055
872	0.02595202109
873	0.02592422711
874	0.02589147599
875	0.02586053292
876	0.02582498156
877	0.02579426954
878	0.02578092867
879	0.02575206832
880	0.02571811661
881	0.0256813505
882	0.02564203352
883	0.02560652444
884	0.02556838842
885	0.02553867161
886	0.02551616796
887	0.02548660065
888	0.02544573216
889	0.02541000826
890	0.02536376676
891	0.02534979237
892	0.0253093892
893	0.02526440794
894	0.02522660906
895	0.02517269267
896	0.02514982356
897	0.02511076821
898	0.02508779678
899	0.02504967246
900	0.02500923645
901	0.02493557851
902	0.02491219706
903	0.02486321913
904	0.02477031989
905	0.024713258
906	0.0246606077
907	0.02463578328
908	0.02461839326
909	0.02458149483
910	0.02456120603
911	0.02454306507
912	0.02450084082
913	0.02446424423
914	0.0244235092
915	0.02439214234
916	0.02437339939
917	0.02433722584
918	0.02428447945
919	0.02425955008
920	0.02420595612
921	0.02411914042
922	0.02400721413
923	0.02395387236
924	0.02388317681
925	0.02386359194
926	0.02384062769
927	0.02381264078
928	0.02378672696
929	0.02376726725
930	0.02375256949
931	0.02373403929
932	0.02369426775
933	0.02367768794
934	0.02365784936
935	0.02361629638
936	0.02358447326
937	0.0235676352
938	0.02354137461
939	0.02352367406
940	0.02349753353
941	0.02344662843
942	0.02339540336
943	0.02334910013
944	0.02332079005
945	0.02329676168
946	0.02326290926
947	0.02321505263
948	0.02314268948
949	0.0231173703
950	0.02310704996
951	0.02304043604
952	0.02301388115
953	0.02299132974
954	0.02292641853
955	0.02287916729
956	0.0228567718
957	0.02282801226
958	0.02277964783
959	0.0227556778
960	0.02272023838
961	0.02267188811
962	0.02263119914
963	0.02260932692
964	0.02257719232
965	0.02255709211
966	0.02252366839
967	0.02250407069
968	0.02248367504
969	0.02244781183
970	0.02242417064
971	0.02241230219
972	0.02239971489
973	0.02234659757
974	0.0223186018
975	0.02229960325
976	0.02226993307
977	0.02224451686
978	0.02219332595
979	0.02212852197
980	0.02208526136
981	0.02204222162
982	0.02201628647
983	0.02199874147
984	0.02198053784
985	0.02195334491
986	0.02189695448
987	0.02182937801
988	0.02179748636
989	0.02177293831
990	0.02173848881
991	0.02170854887
992	0.02167563219
993	0.02164636787
994	0.0216285886
995	0.02161646059
996	0.02156808182
997	0.02154042885
998	0.02150969966
999	0.02146446091
